MonitoringLocationIdentifier,ActivityStartDateTime,Ammonia-nitrogen_value,Ammonia-nitrogen_unit,Chloride_value,Chloride_unit,"Chlorophyll a, free of pheophytin_value","Chlorophyll a, free of pheophytin_unit",Copper_value,Copper_unit,Dissolved oxygen (DO)_value,Dissolved oxygen (DO)_unit,Escherichia coli_value,Escherichia coli_unit,Kjeldahl nitrogen_value,Kjeldahl nitrogen_unit,Microcystin_value,Microcystin_unit,Nitrate_value,Nitrate_unit,Nitrate + Nitrite_value,Nitrate + Nitrite_unit,Nitrite_value,Nitrite_unit,Orthophosphate_value,Orthophosphate_unit,Precipitation 24hr prior to monitoring event amount_value,Precipitation 24hr prior to monitoring event amount_unit,Specific conductance_value,Specific conductance_unit,Sulfate_value,Sulfate_unit,"Temperature, air_value","Temperature, air_unit","Temperature, water_value","Temperature, water_unit","Total Phosphorus, mixed forms_value","Total Phosphorus, mixed forms_unit",Total dissolved solids_value,Total dissolved solids_unit,Total suspended solids_value,Total suspended solids_unit,"Transparency, Secchi tube with disk_value","Transparency, Secchi tube with disk_unit",Turbidity_value,Turbidity_unit,pH_value,pH_unit
PCCB_WQX-977086,2025-05-20 10:13:00,,,30.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.2,mg/L,4.0,in,,,,,12.777777777777779,deg C,12.777777777777779,deg C,,,,,,,3.0,cm,,,6.0,
PCCB_WQX-977086,2025-09-23 10:38:00,,,153.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.17,in,,,,,20.0,deg C,20.0,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2024-01-11 09:50:00,,,141.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.05,in,,,,,-6.111111111111111,deg C,-0.5555555555555556,deg C,,,,,,,,,,,8.0,
PCCB_WQX-977087,2024-01-25 10:09:00,,,416.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,0.5555555555555556,deg C,1.6666666666666667,deg C,,,,,,,,,,,6.0,
PCCB_WQX-977087,2024-02-08 04:50:00,,,94.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.0,in,,,,,10.555555555555555,deg C,4.444444444444445,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2024-02-21 05:35:00,,,31.0,mg/L,,,,,12.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.0,in,,,,,13.333333333333334,deg C,5.0,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2024-03-06 04:08:00,,,154.0,mg/L,,,,,10.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,13.88888888888889,deg C,4.444444444444445,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2024-03-20 01:50:00,,,122.0,mg/L,,,,,10.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.0,mg/L,0.0,in,,,,,3.888888888888889,deg C,13.88888888888889,deg C,,,,,,,10.0,cm,,,9.0,
PCCB_WQX-977087,2024-04-11 05:26:00,,,30.0,mg/L,,,,,10.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.3,mg/L,0.0,in,,,,,12.777777777777779,deg C,12.777777777777779,deg C,,,,,,,61.0,cm,,,9.0,
PCCB_WQX-977087,2024-04-23 03:46:00,,,154.0,mg/L,,,,,10.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,20.555555555555557,deg C,14.444444444444445,deg C,,,,,,,60.0,cm,,,8.0,
PCCB_WQX-977087,2024-05-07 04:09:00,,,105.0,mg/L,,,,,10.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.4,mg/L,1.5,in,,,,,22.77777777777778,deg C,15.555555555555555,deg C,,,,,,,61.0,cm,,,9.0,
PCCB_WQX-977087,2024-05-21 12:23:00,,,28.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.3,mg/L,1.95,in,,,,,19.444444444444443,deg C,17.22222222222222,deg C,,,,,,,29.0,cm,,,7.0,
PCCB_WQX-977087,2024-06-06 04:08:00,,,168.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.03,mg/L,,,,,,,27.77777777777778,deg C,20.0,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2024-06-18 04:33:00,,,141.0,mg/L,,,,,8.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.0,in,,,,,32.22222222222222,deg C,21.11111111111111,deg C,,,,,,,61.0,cm,,,9.0,
PCCB_WQX-977087,2024-07-11 02:00:00,,,185.0,mg/L,,,,,6.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.0,in,,,,,28.333333333333332,deg C,20.555555555555557,deg C,,,,,,,61.0,cm,,,9.0,
PCCB_WQX-977087,2024-07-23 10:40:00,,,214.0,mg/L,,,,,5.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,26.11111111111111,deg C,19.444444444444443,deg C,,,,,,,61.0,cm,,,9.0,
PCCB_WQX-977087,2024-08-07 04:12:00,,,49.0,mg/L,,,,,8.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.3,mg/L,0.0,in,,,,,26.666666666666668,deg C,21.11111111111111,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2024-08-19 09:38:00,,,249.0,mg/L,,,,,5.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,,,0.0,in,,,,,21.666666666666668,deg C,18.88888888888889,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2024-09-04 04:52:00,,,269.0,mg/L,,,,,8.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,28.333333333333332,deg C,20.0,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2024-09-17 10:40:00,,,231.0,mg/L,,,,,5.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.0,in,,,,,25.555555555555557,deg C,17.22222222222222,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2024-10-08 04:16:00,,,168.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,25.0,deg C,15.555555555555555,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2024-10-21 02:42:00,,,198.0,mg/L,,,,,6.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.0,in,,,,,26.666666666666668,deg C,20.0,deg C,,,,,,,61.0,cm,,,9.0,
PCCB_WQX-977087,2024-11-04 09:45:00,,,154.0,mg/L,,,,,5.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.4,in,,,,,17.77777777777778,deg C,14.444444444444445,deg C,,,,,,,61.0,cm,,,9.0,
PCCB_WQX-977087,2024-11-21 03:41:00,,,198.0,mg/L,,,,,8.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.25,in,,,,,5.555555555555555,deg C,10.0,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2024-12-05 03:35:00,,,168.0,mg/L,,,,,10.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,-3.888888888888889,deg C,4.444444444444445,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2024-12-17 11:23:00,,,198.0,mg/L,,,,,5.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,2.2222222222222223,deg C,5.0,deg C,,,,,,,61.0,cm,,,6.0,
PCCB_WQX-977087,2025-01-22 10:51:00,,,,,,,,,,,,,,,,,,,,,,,,,0.0,in,,,,,-2.7777777777777777,deg C,,,,,,,,,,,,,,
PCCB_WQX-977087,2025-02-04 03:39:00,,,154.0,mg/L,,,,,12.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,-5.0,deg C,0.0,deg C,,,,,,,61.0,cm,,,6.0,
PCCB_WQX-977087,2025-02-18 11:15:00,,,,,,,,,,,,,,,,,,,,,,,,,0.0,in,,,,,-20.0,deg C,,,,,,,,,,,,,,
PCCB_WQX-977087,2025-03-03 03:27:00,,,154.0,mg/L,,,,,12.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,18.333333333333332,deg C,4.444444444444445,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2025-03-17 10:38:00,,,154.0,mg/L,,,,,6.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,11.11111111111111,deg C,6.666666666666667,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2025-04-21 11:08:00,,,127.0,mg/L,,,,,8.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.5,in,,,,,12.222222222222221,deg C,12.222222222222221,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2025-05-06 03:47:00,,,168.0,mg/L,,,,,10.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,26.11111111111111,deg C,15.0,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2025-05-20 01:13:00,,,140.0,mg/L,,,,,8.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.4,mg/L,1.8,in,,,,,15.555555555555555,deg C,11.666666666666666,deg C,,,,,,,61.0,cm,,,9.0,
PCCB_WQX-977087,2025-06-02 03:15:00,,,183.0,mg/L,,,,,10.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,30.0,deg C,21.11111111111111,deg C,,,,,,,61.0,cm,,,9.0,
PCCB_WQX-977087,2025-06-16 11:05:00,,,198.0,mg/L,,,,,6.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.4,mg/L,0.2,in,,,,,27.22222222222222,deg C,17.22222222222222,deg C,,,,,,,61.0,cm,,,9.0,
PCCB_WQX-977087,2025-07-08 10:57:00,,,168.0,mg/L,,,,,6.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.6,mg/L,2.65,in,,,,,25.0,deg C,19.444444444444443,deg C,,,,,,,61.0,cm,,,9.0,
PCCB_WQX-977087,2025-07-22 08:51:00,,,183.0,mg/L,,,,,5.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.6,mg/L,0.0,in,,,,,25.555555555555557,deg C,17.77777777777778,deg C,,,,,,,61.0,cm,,,9.0,
PCCB_WQX-977087,2025-08-05 04:27:00,,,169.0,mg/L,,,,,10.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.3,mg/L,0.0,in,,,,,27.77777777777778,deg C,18.88888888888889,deg C,,,,,,,61.0,cm,,,9.0,
PCCB_WQX-977087,2025-08-21 12:36:00,,,214.0,mg/L,,,,,6.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.4,mg/L,0.0,in,,,,,26.11111111111111,deg C,19.444444444444443,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2025-09-07 12:56:00,,,232.0,mg/L,,,,,10.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.0,in,,,,,20.0,deg C,17.77777777777778,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2025-09-23 11:00:00,,,231.0,mg/L,,,,,6.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.4,mg/L,0.49,in,,,,,20.0,deg C,18.88888888888889,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977087,2025-12-22 10:08:00,,,155.0,mg/L,,,,,8.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.0,in,,,,,4.444444444444445,deg C,5.555555555555555,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977088,2024-05-21 10:50:00,,,28.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.1,mg/L,1.11,in,,,,,18.88888888888889,deg C,18.333333333333332,deg C,,,,,,,0.0,cm,,,6.0,
PCCB_WQX-977088,2024-09-17 10:10:00,,,203.0,mg/L,,,,,3.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.6,mg/L,0.0,in,,,,,24.444444444444443,deg C,20.0,deg C,,,,,,,60.0,cm,,,7.0,
PCCB_WQX-977088,2025-05-20 10:04:00,,,46.0,mg/L,,,,,,,,,,,,,2.0,mg/L,,,0.3,mg/L,0.0,mg/L,4.0,in,,,,,14.444444444444445,deg C,12.222222222222221,deg C,,,,,,,5.0,cm,,,7.0,
PCCB_WQX-977088,2025-09-23 10:55:00,,,39.0,mg/L,,,,,4.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.4,mg/L,0.6,in,,,,,20.0,deg C,19.444444444444443,deg C,,,,,,,10.0,cm,,,7.0,
PCCB_WQX-977089,2024-05-21 11:15:00,,,28.0,mg/L,,,,,6.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.95,in,,,,,18.88888888888889,deg C,19.444444444444443,deg C,,,,,,,0.0,cm,,,6.0,
PCCB_WQX-977089,2024-09-17 11:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.666666666666668,deg C,,,,,,,,,,,,,,
PCCB_WQX-977089,2025-05-20 10:30:00,,,30.0,mg/L,,,,,8.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.2,mg/L,4.0,in,,,,,14.444444444444445,deg C,14.444444444444445,deg C,,,,,,,5.0,cm,,,7.0,
PCCB_WQX-977089,2025-09-23 09:48:00,,,28.0,mg/L,,,,,6.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.6,mg/L,,,,,,,19.444444444444443,deg C,10.555555555555555,deg C,,,,,,,8.0,cm,,,7.0,
PCCB_WQX-977090,2024-05-21 09:45:00,,,30.0,mg/L,,,,,6.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,1.0,mg/L,2.0,in,,,,,16.11111111111111,deg C,18.88888888888889,deg C,,,,,,,5.0,cm,,,7.0,
PCCB_WQX-977090,2024-09-17 10:10:00,,,49.0,mg/L,,,,,6.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.3,mg/L,0.0,in,,,,,25.0,deg C,21.11111111111111,deg C,,,,,,,61.0,cm,,,7.0,
PCCB_WQX-977090,2025-05-20 09:34:00,,,37.0,mg/L,,,,,10.0,mg/L,,,,,,,5.0,mg/L,,,0.3,mg/L,0.4,mg/L,5.0,in,,,,,12.777777777777779,deg C,14.444444444444445,deg C,,,,,,,11.0,cm,,,7.0,
PCCB_WQX-977090,2025-09-23 10:20:00,,,39.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.45,in,,,,,20.0,deg C,21.11111111111111,deg C,,,,,,,27.0,cm,,,7.0,
PCCB_WQX-977091,2024-05-21 09:15:00,,,31.0,mg/L,,,,,8.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,1.0,mg/L,2.0,in,,,,,21.666666666666668,deg C,20.0,deg C,,,,,,,3.0,cm,,,8.0,
PCCB_WQX-977091,2024-09-17 10:40:00,,,103.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.4,mg/L,0.0,in,,,,,25.555555555555557,deg C,21.666666666666668,deg C,,,,,,,60.0,cm,,,8.0,
PCCB_WQX-977091,2025-05-20 11:12:00,,,37.0,mg/L,,,,,10.0,mg/L,,,,,,,5.0,mg/L,,,0.15,mg/L,0.6,mg/L,4.0,in,,,,,13.333333333333334,deg C,14.444444444444445,deg C,,,,,,,4.0,cm,,,7.0,
PCCB_WQX-977091,2025-09-23 10:06:00,,,37.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.6,in,,,,,19.444444444444443,deg C,20.0,deg C,,,,,,,16.0,cm,,,7.0,
PCCB_WQX-977092,2024-05-21 11:35:00,,,31.0,mg/L,,,,,10.0,mg/L,,,,,,,5.0,mg/L,,,0.0,mg/L,0.1,mg/L,2.75,in,,,,,18.333333333333332,deg C,17.22222222222222,deg C,,,,,,,4.0,cm,,,7.0,
PCCB_WQX-977092,2024-09-17 09:50:00,,,42.0,mg/L,,,,,5.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.4,mg/L,0.0,in,,,,,22.22222222222222,deg C,20.555555555555557,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977092,2025-05-20 10:05:00,,,25.0,mg/L,,,,,8.0,mg/L,,,,,,,10.0,mg/L,,,0.0,mg/L,3.0,mg/L,5.0,in,,,,,12.777777777777779,deg C,13.333333333333334,deg C,,,,,,,7.0,cm,,,7.0,
PCCB_WQX-977092,2025-09-23 09:28:00,,,42.0,mg/L,,,,,10.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.3,mg/L,0.45,in,,,,,18.88888888888889,deg C,18.333333333333332,deg C,,,,,,,45.0,cm,,,7.0,
PCCB_WQX-977093,2024-05-21 11:30:00,,,31.0,mg/L,,,,,10.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.0,mg/L,2.74,in,,,,,17.22222222222222,deg C,16.666666666666668,deg C,,,,,,,2.0,cm,,,7.0,
PCCB_WQX-977093,2024-09-17 10:30:00,,,42.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.0,in,,,,,25.555555555555557,deg C,20.0,deg C,,,,,,,61.0,cm,,,7.0,
PCCB_WQX-977093,2025-05-20 09:50:00,,,31.0,mg/L,,,,,8.0,mg/L,,,,,,,5.0,mg/L,,,0.0,mg/L,0.1,mg/L,3.0,in,,,,,13.333333333333334,deg C,13.333333333333334,deg C,,,,,,,3.0,cm,,,7.0,
PCCB_WQX-977093,2025-09-23 09:33:00,,,28.0,mg/L,,,,,6.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.3,mg/L,0.45,in,,,,,18.88888888888889,deg C,19.444444444444443,deg C,,,,,,,18.0,cm,,,7.0,
PCCB_WQX-977094,2024-05-21 10:45:00,,,31.0,mg/L,,,,,8.0,mg/L,,,,,,,5.0,mg/L,,,0.0,mg/L,0.2,mg/L,1.28,in,,,,,17.22222222222222,deg C,17.22222222222222,deg C,,,,,,,2.0,cm,,,7.0,
PCCB_WQX-977094,2024-09-17 10:50:00,,,30.0,mg/L,,,,,8.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.6,mg/L,0.0,in,,,,,23.88888888888889,deg C,22.22222222222222,deg C,,,,,,,60.0,cm,,,8.0,
PCCB_WQX-977094,2025-05-20 11:00:00,,,44.0,mg/L,,,,,8.0,mg/L,,,,,,,5.0,mg/L,,,0.0,mg/L,1.0,mg/L,3.35,in,,,,,15.0,deg C,12.777777777777779,deg C,,,,,,,3.0,cm,,,7.0,
PCCB_WQX-977094,2025-09-23 11:23:00,,,30.0,mg/L,,,,,8.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,1.0,mg/L,0.45,in,,,,,20.555555555555557,deg C,20.0,deg C,,,,,,,7.0,cm,,,8.0,
PCCB_WQX-977095,2024-05-21 12:09:00,,,31.0,mg/L,,,,,8.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.75,in,,,,,23.88888888888889,deg C,20.0,deg C,,,,,,,11.0,cm,,,7.0,
PCCB_WQX-977095,2024-09-17 10:49:00,,,41.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.0,mg/L,0.0,in,,,,,25.0,deg C,21.11111111111111,deg C,,,,,,,60.0,cm,,,9.0,
PCCB_WQX-977095,2025-05-20 10:42:00,,,,,,,,,,,,,,,,,,,,,,,,,2.75,in,,,,,13.333333333333334,deg C,,,,,,,,,,,,,,
PCCB_WQX-977095,2025-09-23 10:47:00,,,46.0,mg/L,,,,,8.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.2,mg/L,1.45,in,,,,,20.0,deg C,18.333333333333332,deg C,,,,,,,60.0,cm,,,7.0,
PCCB_WQX-977096,2024-05-21 10:28:00,,,30.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.0,mg/L,,,,,,,17.22222222222222,deg C,18.333333333333332,deg C,,,,,,,5.0,cm,,,7.0,
PCCB_WQX-977097,2024-05-21 10:30:00,,,30.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.3,mg/L,0.1,mg/L,0.25,in,,,,,22.22222222222222,deg C,18.333333333333332,deg C,,,,,,,4.0,cm,,,7.0,
PCCB_WQX-977097,2024-09-17 11:00:00,,,146.0,mg/L,,,,,6.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.0,in,,,,,25.555555555555557,deg C,18.88888888888889,deg C,,,,,,,45.0,cm,,,8.0,
PCCB_WQX-977097,2025-05-20 09:58:00,,,40.0,mg/L,,,,,8.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.4,mg/L,2.5,in,,,,,12.777777777777779,deg C,12.777777777777779,deg C,,,,,,,14.0,cm,,,7.0,
PCCB_WQX-977097,2025-09-23 09:45:00,,,49.0,mg/L,,,,,6.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.3,mg/L,1.0,in,,,,,18.88888888888889,deg C,18.88888888888889,deg C,,,,,,,61.0,cm,,,7.0,
PCCB_WQX-977098,2024-05-21 10:00:00,,,54.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.3,mg/L,0.4,mg/L,0.25,in,,,,,21.666666666666668,deg C,20.0,deg C,,,,,,,8.0,cm,,,7.0,
PCCB_WQX-977098,2024-09-17 10:17:00,,,133.0,mg/L,,,,,8.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,25.555555555555557,deg C,19.444444444444443,deg C,,,,,,,60.0,cm,,,8.0,
PCCB_WQX-977098,2025-05-20 10:10:00,,,50.0,mg/L,,,,,8.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.3,mg/L,2.5,in,,,,,12.777777777777779,deg C,14.444444444444445,deg C,,,,,,,5.0,cm,,,6.0,
PCCB_WQX-977098,2025-09-23 10:06:00,,,114.0,mg/L,,,,,8.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.3,mg/L,0.16,in,,,,,18.88888888888889,deg C,21.11111111111111,deg C,,,,,,,60.0,cm,,,9.0,
PCCB_WQX-977099,2024-01-11 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,1.0,in,,,,,-2.7777777777777777,deg C,,,,,,,,,,,,,,
PCCB_WQX-977099,2024-01-22 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,0.0,in,,,,,1.1111111111111112,deg C,,,,,,,,,,,,,,
PCCB_WQX-977099,2024-02-21 02:33:00,,,310.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.0,mg/L,0.0,in,,,,,14.444444444444445,deg C,6.111111111111111,deg C,,,,,,,61.0,cm,,,7.0,
PCCB_WQX-977099,2024-03-03 11:03:00,,,282.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.0,mg/L,0.0,in,,,,,19.444444444444443,deg C,11.11111111111111,deg C,,,,,,,60.0,cm,,,7.0,
PCCB_WQX-977099,2024-03-18 01:36:00,,,250.0,mg/L,,,,,6.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.0,mg/L,0.0,in,,,,,-1.1111111111111112,deg C,3.888888888888889,deg C,,,,,,,61.0,cm,,,7.0,
PCCB_WQX-977099,2024-04-08 04:58:00,,,183.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.1,in,,,,,13.333333333333334,deg C,11.666666666666666,deg C,,,,,,,61.0,cm,,,7.0,
PCCB_WQX-977099,2024-04-21 07:37:00,,,164.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,,,0.0,in,,,,,15.0,deg C,14.444444444444445,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977099,2024-05-05 12:57:00,,,91.0,mg/L,,,,,10.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,17.22222222222222,deg C,15.555555555555555,deg C,,,,,,,21.0,cm,,,8.0,
PCCB_WQX-977099,2024-05-21 12:02:00,,,44.0,mg/L,,,,,6.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.1,mg/L,2.5,in,,,,,20.0,deg C,19.444444444444443,deg C,,,,,,,6.0,cm,,,7.0,
PCCB_WQX-977099,2024-06-03 07:42:00,,,113.0,mg/L,,,,,6.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,28.88888888888889,deg C,26.11111111111111,deg C,,,,,,,60.0,cm,,,9.0,
PCCB_WQX-977099,2024-06-17 09:57:00,,,92.0,mg/L,,,,,5.0,mg/L,,,,,,,2.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.0,in,,,,,26.666666666666668,deg C,22.77777777777778,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977099,2024-07-09 05:02:00,,,81.0,mg/L,,,,,8.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,28.88888888888889,deg C,26.11111111111111,deg C,,,,,,,60.0,cm,,,9.0,
PCCB_WQX-977099,2024-07-22 01:57:00,,,102.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.2,mg/L,0.0,in,,,,,27.77777777777778,deg C,22.22222222222222,deg C,,,,,,,61.0,cm,,,9.0,
PCCB_WQX-977099,2024-08-04 12:19:00,,,138.0,mg/L,,,,,8.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,32.22222222222222,deg C,26.666666666666668,deg C,,,,,,,60.0,cm,,,8.0,
PCCB_WQX-977099,2024-08-21 10:00:00,,,92.0,mg/L,,,,,8.0,mg/L,,,,,,,1.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,20.555555555555557,deg C,19.444444444444443,deg C,,,,,,,61.0,cm,,,8.0,
PCCB_WQX-977099,2024-09-03 05:43:00,,,91.0,mg/L,,,,,8.0,mg/L,,,,,,,0.0,mg/L,,,0.0,mg/L,0.1,mg/L,0.0,in,,,,,25.555555555555557,deg C,21.11111111111111,deg C,,,,,,,60.0,cm,,,9.0,
