"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1","94.9"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, POTS, LT 1 GALLON - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, POTS, LT 1 GALLON - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, POTS, LT 1 GALLON - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, RETAIL, POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1","94.9"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, RETAIL, POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, RETAIL, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, RETAIL, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1","94.9"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, WHOLESALE, POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, WHOLESALE, POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, WHOLESALE, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, WHOLESALE, POTS, LT 1 GALLON - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LOBELIA, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","7","62.1"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","5","75.9"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, POTS, LT 1 GALLON - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","2","82.2"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, POTS, LT 1 GALLON - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, POTS, LT 1 GALLON - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, RETAIL, POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","6","68.9"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, RETAIL, POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","5,654","78.2"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, RETAIL, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (Z)","85.7"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, RETAIL, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","5","75.9"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, RETAIL, POTS, LT 1 GALLON - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1","94.9"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, WHOLESALE, POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, WHOLESALE, POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, WHOLESALE, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, WHOLESALE, POTS, LT 1 GALLON - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, LUPINE, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","39","40.3"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","5,546,554","91.4"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED","1,159,401","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","26","54.9"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,989,355","91.3"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED","425,934","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, GE 2 GALLONS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","6","83.7"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, GE 2 GALLONS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","93,488","95.1"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED","2,444","93.1"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, LT 1 GALLON - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","21","38.9"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, LT 1 GALLON - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,463,711","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, LT 1 GALLON - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED","731,023","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","35","45.6"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,665,407","71.4"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED","151,562","73.3"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","26","54.9"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, GE 2 GALLONS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","6","83.7"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, GE 2 GALLONS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED","1,624","91.0"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, LT 1 GALLON - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","16","48.2"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","116,261","52.8"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","21","72.6"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","3,881,147","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED","1,007,839","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","17","86.6"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, GE 2 GALLONS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","4","97.8"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, GE 2 GALLONS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED","820","97.8"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, LT 1 GALLON - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","9","72.3"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,347,450","(H)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PAPAVER (POPPY), POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","7","71.7"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PAPAVER (POPPY), POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PAPAVER (POPPY), POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PAPAVER (POPPY), POTS, LT 1 GALLON - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","7","71.7"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PAPAVER (POPPY), POTS, LT 1 GALLON - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PAPAVER (POPPY), POTS, LT 1 GALLON - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PAPAVER (POPPY), RETAIL, POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","6","74.2"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PAPAVER (POPPY), RETAIL, POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","3,810","97.6"
"CENSUS","2024","YEAR","","STATE","IOWA","19","","","","","","","00000000","","BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PAPAVER (POPPY), RETAIL, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (Z)","89.1"
