OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000173,RKCRK 1,Lake,Rock Creek Lake,07080106,,,,,41.7569110000,-92.8416010000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,099,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000174,RKCRK 2,Lake,Rock Creek Lake,07080106,,,,,41.7492100000,-92.8420890000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,099,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000175,RKCRK 3,Lake,Rock Creek Lake,07080106,,,,,41.7447020000,-92.8387570000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,099,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000176,RKCRK 4,Lake,Rock Creek Lake,07080106,,,,,41.7443070000,-92.8462150000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,099,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000177,RKCRK 5,Lake,Rock Creek Lake,07080106,,,,,41.7455680000,-92.8604150000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,099,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000235,Ada Hayden Heritage Park Lake,Lake,Max Depth Point,07080105,,,,,42.0659400000,-93.6278000000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,169,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000242,South Fork Iowa River 3,River/Stream,BioNet Site ID#1194,07080207,,,,,42.4142100000,-93.3313900000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,083,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000244,McKinley Lake,Lake,,10240012,,,,,41.0530430000,-94.3866550000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,175,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000247,Lambach Lake,Lake,,07080101,,,,,41.5257100000,-90.6754100000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,163,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000248,Blue Grass Lake,Lake,,07080101,,,,,41.5269800000,-90.6886300000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,163,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000249,Railroad Lake,Lake,,07080101,,,,,41.5247200000,-90.6826100000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,163,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000250,Fort Des Moines Park Pond,Lake,,07100008,,,,,41.5170500000,-93.6093400000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000297,South Fork Iowa River 5,River/Stream,BioNet SiteID#1229,07080207,,,,,42.4061600000,-93.3009600000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,083,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000359,North River near Norwalk (Hwy 28),River/Stream,Highway 28 bridge 1.25 miles S of Norwalk,07100008,,,,,41.4498900000,-93.6842100000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,181,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000362,LPINELK 2,Lake,,07080207,,,,,42.3699210000,-93.0702140000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,083,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000363,LPINELK 3,Lake,,07080207,,,,,42.3691260000,-93.0672440000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,083,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000380,Marble Beach (Marble Beach State Park),Lake,,10230003,,,,,43.4739600000,-95.1252500000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000409,West Lake Okoboji - Emerson Bay,Lake,,10230003,,,,,43.3596800000,-95.1686200000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000410,West Lake Okoboji - Smiths Bay,Lake,,10230003,,,,,43.3720500000,-95.1348900000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000411,West Lake Okoboji - Millers Bay,Lake,,10230003,,,,,43.3788000000,-95.1747900000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000412,West Lake Okoboji - Main Basin North,Lake,,10230003,,,,,43.4092300000,-95.1679200000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000413,Cedar Lake,Lake,,07080205,,,,,41.9910660000,-91.6654550000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,113,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000414,Big Creek TMDL 1,Lake,,07100004,,,,,41.8043960000,-93.7392590000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000415,Big Creek TMDL 2,Lake,,07100004,,,,,41.8125060000,-93.7400380000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000416,Big Creek TMDL 3,Lake,,07100004,,,,,41.8197780000,-93.7464440000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000450,Lake Petocka,Lake,"Bondurant, deepest point",07080105,,,,,41.7064250000,-93.4405850000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000526,Iowa LK1,Lake,,07080209,,,,,41.6352350000,-92.1694980000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,095,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000527,Iowa LK2,Lake,,07080209,,,,,41.6387470000,-92.1779920000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,095,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000528,Iowa LK3,Lake,,07080209,,,,,41.6419180000,-92.1735810000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,095,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000529,Iowa LK4,Lake,,07080209,,,,,41.6440750000,-92.1765780000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,095,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000531,Eldsher 1,Lake,,07080207,,,,,42.9401880000,-93.5608790000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,081,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000532,Eldsher 2,Lake,,07080207,,,,,42.9391790000,-93.5628050000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,081,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000533,Eldsher 3,Lake,,07080207,,,,,42.9427210000,-93.5645840000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,081,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000556,Humeston Reservoir,Lake,Deep Point,10280201,,,,,40.8826770000,-93.5071830000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,185,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000557,Lake Fisher,Lake,Deep Point,07110001,,,,,40.7604550000,-92.4425520000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,051,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000558,Corydon Reservoir,Lake,Deep Point,10280201,,,,,40.7505490000,-93.3322100000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,185,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000559,Stolley Pit,Lake,Gravel Pit,10230003,,,,,43.1539940000,-95.1896980000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,041,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000560,Terry Trueblood,Lake,Lake Deep point,07080209,,,,,41.6231720000,-91.5299660000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,103,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000561,Thomas Mitchell Lake,Lake,Lake Deep Point,07100008,,,,,41.6422240000,-93.3829810000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000562,Terra Park,Lake,Lake Deep Point,07100004,,,,,41.6610870000,-93.7068170000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000563,Sand Lake,Lake,Lake Deep Point,07080208,,,,,42.0509520000,-92.8656900000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,127,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000564,Fisher Lake,Lake,Lake Deep Point,07080205,,,,,42.5356990000,-92.4120340000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,013,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000565,Alice Wyth Lake,Lake,Lake Deep Point,07080205,,,,,42.5297600000,-92.4220260000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,013,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000575,Backbone 1,River/Stream,,07060006,,,,,42.6001320000,-91.5350030000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,055,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000576,Backbone 2,River/Stream,,07060006,,,,,42.6013500000,-91.5371000000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,055,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000577,Backbone 3,River/Stream,,07060006,,,,,42.6043000000,-91.5384000000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,055,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000578,Buffalo Creek,River/Stream,Red Ridge Road,07080102,,,,,42.2530000000,-91.4815000000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,113,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000592,Luke Rossiter Wildlife Area Wetland 65,Wetland Undifferentiated,,07100003,,,,,43.3452430000,-93.8314960000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,189,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000593,Crumbacher Wildlife Area Wetland 82,Wetland Undifferentiated,,07080205,,,,,42.4311170000,-91.9781690000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,019,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000594,Cortright Wildlife Area Wetland 83,Wetland Undifferentiated,,07080102,,,,,42.5213370000,-92.0033220000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,019,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000595,Cooper's Cove Wetland 116,Wetland Undifferentiated,,07100004,,,,,42.6265720000,-94.4611540000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,151,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000596,Lylah's Marsh Wetland 193,Wetland Undifferentiated,,07080102,,,,,43.2866510000,-92.4693650000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,089,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000598,Goodale Park Wetland 463,Wetland Undifferentiated,,07080102,,,,,43.1879000000,-92.5239730000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,037,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000599,Becker Wildlife Area Wetland 510,Wetland Undifferentiated,,07100004,,,,,42.5419920000,-94.2120750000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,187,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000600,Richmond Springs Backbone SP Wetland 622,Wetland Undifferentiated,,07060006,,,,,42.6383040000,-91.5577100000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,055,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000601,Millard Preserve Wetland 801,Wetland Undifferentiated,,07080102,,,,,42.2277130000,-91.5318700000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,113,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000605,Prairie Rose Station 40,Lake,,10240002,,,,,41.6042400000,-95.2157000000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,165,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000606,Prairie Rose Station 50,Lake,,10240002,,,,,41.6075900000,-95.2133000000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,165,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000607,Prairie Rose Station 60,Lake,,10240002,,,,,41.6036000000,-95.2110000000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,165,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-14000608,Prairie Rose Station 70,Lake,,10240002,,,,,41.6025100000,-95.2082000000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,165,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-15280001,Maquoketa below Backbone,River/Stream,,07060006,,,,,42.5772000000,-91.5482000000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,055,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21040001,Honey Creek Beach,Reservoir,,10280201,,,,,40.8675370000,-92.9193210000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,007,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21070001,George Wyth Beach,Lake,Beach at George Wyth Memorial State Park. Ambient Beach Monitoring Site.,07080205,,,,,42.5359790000,-92.4040350000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,013,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21130001,North Twin Lake West Beach,Lake,,07100006,,,,,42.4790310000,-94.6371460000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,025,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21130002,North Twin Lake East Beach,Lake,,07100006,,,,,42.4799000000,-94.6333200000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,025,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21150001,Lake Anita Beach,Lake,Beach at Lake Anita State Park. Ambient Beach Monitoring Site.,10240003,,,,,41.4268500000,-94.7794400000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,029,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21170001,Clear Lake State Park Beach,Lake,Beach at Clear Lake State Park. Ambient Beach Monitoring Site.,07080203,,,,,43.1110860000,-93.3961400000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,033,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21170002,McIntosh Woods Beach,Lake,Beach at McIntosh Woods State Park. Ambient Beach Monitoring Site.,07080203,,,,,43.1203030000,-93.4587550000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,033,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21260001,Lake Wapello Beach,Lake,Beach at Lake Wapello State Park. Ambient Beach Monitoring Site.,07100009,,,,,40.8178540000,-92.5803210000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,051,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21270001,Nine Eagles Beach,Lake,Beach at Nine Eagles State Park. Ambient Beach Monitoring Site.,10280102,,,,,40.5999940000,-93.7664720000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,053,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21280001,Backbone Beach,Lake,Beach at Backbone State Park. Ambient Beach Monitoring Site,07060006,,,,,42.6014520000,-91.5341970000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,055,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21300001,Gull Point Beach,Lake,Beach at Gull Point State Park. Ambient Beach Monitoring Site.,10230003,,,,,43.3712220000,-95.1608450000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21300002,Pikes Point Beach,Lake,Beach at Pikes Point State Park. Ambient Beach Monitoring Site.,10230003,,,,,43.4154040000,-95.1645870000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21300003,Triboji Beach,Lake,Beach at Triboji Beach State Park. Ambient Beach Monitoring Site.,10230003,,,,,43.4238860000,-95.1747170000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21300004,Emerson Bay Beach,Lake,Beach at Emerson Bay Recreation Area. Ambient Beach Monitoring Site.,10230003,,,,,43.3565460000,-95.1753960000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21300005,Crandalls Beach,Lake,Beach at Crandall's Beach. Ambient Beach Monitoring Site,10230003,,,,,43.4963090000,-95.1210030000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21300007,Orleans City Beach,Lake,,10230003,,,,,43.4467170000,-95.0955780000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,059,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21350001,Beeds Lake Beach,Lake,Beach at Beeds Lake State Park. Ambient Beach Monitoring Site.,07080204,,,,,42.7683780000,-93.2443660000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,069,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21390001,Springbrook Beach,Lake,Beach at Springbrook State Park. Ambient Beach Monitoring Site,07100007,,,,,41.7767590000,-94.4657790000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,077,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21420001,Pine Lake South Beach,Lake,Beach at Pine Lake State Park. Ambient Beach Monitoring Site,07080207,,,,,42.3705430000,-93.0779940000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,083,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21440001,Geode Lake Beach,Lake,Beach at Geode State Park. Ambient Beach Monitoring Site,07080107,,,,,40.8261170000,-91.3921690000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,087,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21500001,Rock Creek Beach,Lake,Beach at Rock Creek State Park. Ambient Beach Monitoring Site,07080106,,,,,41.7426160000,-92.8515700000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,099,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21520001,Lake Macbride Beach,Lake,Beach at Lake Macbride State Park. Ambient Beach Monitoring Site.,07080208,,,,,41.7978340000,-91.5636120000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,103,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21570001,Pleasant Creek Beach,Lake,Beach at Pleasant Creek State Park. Ambient Beach Monitoring Site,07080205,,,,,42.1244810000,-91.8172260000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,113,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21590001,Red Haw Beach,Lake,Beach at Red Haw State Park. Ambient Beach Monitoring Site,07100008,,,,,41.0007360000,-93.2740650000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,117,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21620001,Lake Keomah Beach,Lake,Beach at Lake Keomah State Park. Ambient Beach Monitoring Site,07080105,,,,,41.2912320000,-92.5396660000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,123,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21670001,Blue Lake Beach,Lake,Beach at Lewis & Clark State Park. Ambient Beach Monitoring Site,10230001,,,,,42.0414090000,-96.1625610000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,133,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21690001,Viking Lake Beach,Lake,Beach at Viking Lake State Park. Ambient Beach Monitoring Site,10240009,,,,,40.9725010000,-95.0360740000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,137,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21770001,Big Creek Beach,Lake,Beach at Big Creek State Park. Ambient Beach Monitoring Site,07100004,,,,,41.8201080000,-93.7395430000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21780001,Lake Manawa Beach,Lake,Beach at Lake Manawa State Park. Ambient Beach Monitoring Site,10230006,,,,,41.2009740000,-95.8594420000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,155,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21810001,Denison Beach,Lake,Beach at Black Hawk State Park. Ambient Beach Monitoring Site,07100006,,,,,42.3016460000,-95.0355870000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,161,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21810002,Black Hawk Beach,Lake,,07100006,,,,,42.2929900000,-95.0167760000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,161,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21830001,Prairie Rose Beach,Lake,Beach at Prairie Rose State Park. Ambient Beach Monitoring Site,10240002,,,,,41.6046570000,-95.2187050000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,165,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21860001,Union Grove Beach,Lake,Beach at Union Grove State Park. Ambient Beach Monitoring Site,07080208,,,,,42.1290300000,-92.7228830000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,171,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21870001,Lake of Three Fires Beach,Lake,Beach at Lake of Three Fires State Park. Ambient Beach Monitoring Site,10240013,,,,,40.7112540000,-94.6874960000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,173,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21880001,Green Valley Beach,Lake,Beach at Green Valley State Park. Ambient Beach Monitoring Site,10240012,,,,,41.1038810000,-94.3861990000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,175,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-21890001,Lacey-Keosauqua Beach,Lake,Beach at Lacey - Keosauqua State Park. Ambient Beach Monitoring Site,07100009,,,,,40.7092060000,-91.9715320000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,177,,,,,,,,,,STORET
