program,year,period,week_ending,geo_level,state,state_ansi,watershed_code,commodity,data_item,domain,domain_category,value,cv_(%)
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BACOPA, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,1705.0,72.6
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BACOPA, WHOLESALE - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,4.0,71.2
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BACOPA, WHOLESALE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,8496.0,54.8
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BACOPA, WHOLESALE, HANGING BASKETS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1.0,94.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BACOPA, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BACOPA, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN BASKETS",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BACOPA, WHOLESALE, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,3.0,89.4
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BACOPA, WHOLESALE, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BACOPA, WHOLESALE, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,1668.0,65.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BACOPA, WHOLESALE, POTS, LT 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,3.0,89.4
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BACOPA, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BACOPA, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,1668.0,65.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,117.0,19.1
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1738878.0,79.3
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, FLATS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,55.0,29.3
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, FLATS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,471909.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, FLATS - SALES, MEASURED IN FLATS",TOTAL,NOT SPECIFIED,39771.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, HANGING BASKETS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,65.0,18.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, HANGING BASKETS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,665109.0,73.3
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, HANGING BASKETS - SALES, MEASURED IN BASKETS",TOTAL,NOT SPECIFIED,56674.0,96.6
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,81.0,23.0
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,601860.0,74.7
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,322327.0,96.2
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, POTS, GE 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,24.0,52.7
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, POTS, GE 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,133656.0,92.4
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,25940.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, POTS, LT 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,60.0,25.1
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, POTS, LT 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,468204.0,78.5
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,296387.0,98.4
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,92.0,11.8
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,446149.0,18.0
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, FLATS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,43.0,23.0
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, FLATS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,90065.0,54.4
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, FLATS - SALES, MEASURED IN FLATS",TOTAL,NOT SPECIFIED,3735.0,61.8
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, HANGING BASKETS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,49.0,22.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, HANGING BASKETS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,195715.0,27.0
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, HANGING BASKETS - SALES, MEASURED IN BASKETS",TOTAL,NOT SPECIFIED,8065.0,30.6
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,67.0,20.2
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,160369.0,25.3
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,31328.0,17.4
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, POTS, GE 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,22.0,49.4
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,48193.0,68.4
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,6305.0,55.2
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, POTS, LT 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,47.0,27.7
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,112176.0,22.1
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,25023.0,22.1
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,33.0,70.2
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1292729.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, FLATS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,17.0,98.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, FLATS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,381844.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, FLATS - SALES, MEASURED IN FLATS",TOTAL,NOT SPECIFIED,36036.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, HANGING BASKETS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,17.0,78.3
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,469394.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN BASKETS",TOTAL,NOT SPECIFIED,48609.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,20.0,66.1
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,441491.0,97.6
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,290999.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, POTS, GE 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,5.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,85463.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,19635.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, POTS, LT 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,17.0,49.3
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,356028.0,98.0
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,271364.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA) - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1.0,94.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA) - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1.0,94.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), POTS, GE 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1.0,94.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), POTS, GE 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), POTS, GE 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), RETAIL - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1.0,94.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), RETAIL - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), RETAIL, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1.0,94.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), RETAIL, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), RETAIL, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), RETAIL, POTS, GE 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1.0,94.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), WHOLESALE - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1.0,94.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), WHOLESALE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), WHOLESALE, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1.0,94.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), WHOLESALE, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), WHOLESALE, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), WHOLESALE, POTS, GE 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1.0,94.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CABBAGE & KALE (BRASSICA), WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CALADIUM - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,6.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CALADIUM - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,19132.0,87.3
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CALADIUM, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,6.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CALADIUM, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,19132.0,87.3
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CALADIUM, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,2852.0,87.2
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CALADIUM, POTS, GE 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,5.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CALADIUM, POTS, GE 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CALADIUM, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CALADIUM, POTS, LT 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1.0,94.9
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CALADIUM, POTS, LT 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CALADIUM, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CALADIUM, RETAIL - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,6.0,
CENSUS,2024,YEAR,,STATE,IOWA,19,0,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CALADIUM, RETAIL - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,19132.0,87.3
