MonitoringLocationIdentifier,LatitudeMeasure,LongitudeMeasure,climate_station,climate_station_name,distance_to_climate_station_km
21IOWA_WQX-22410001,43.230268,-93.792392,IA2977,FOREST-CITY,18.88495609703581
21IOWA_WQX-22970003,42.281611,-96.335555,IATSUX,Sioux City Area,13.18058665146696
PCCB_WQX-977312,41.6671,-93.5463,IATDSM,Des Moines Area,18.97555351011339
21IOWA_WQX-21920001,41.190805,-91.892793,IAC009,Iowa - Southeast Climate Division,18.721659764836552
PCCB_WQX-977082,41.53583,-93.67422,IATDSM,Des Moines Area,2.357236196349057
21IOWA_WQX-10520001,41.606526,-91.615628,IA4106,IOWA CITY MUNICIPAL AP,8.702860200418932
21IOWA_WQX-10270001,40.640671,-93.80787,IA4585,Lamoni,16.01003712056023
EPA_R7_WQX-DM11,43.12646,-94.526726,IA2689,Emmetsburg,17.295387240820858
21IOWA_WQX-22290001,40.811684,-91.387199,IA3007,Fort Madison,22.272155795363986
21IOWA_WQX-21520001,41.797834,-91.563612,IA4101,Iowa City,16.857920314511055
21IOWA_WQX-22800001,40.814194,-94.350808,IA5769,MOUNT-AYR,16.937627362851046
ERG-RC1,42.3247,-94.8774,IA7312,SAC-CITY,17.970576032660865
21IOWA_WQX-22810002,42.29675,-95.028292,IA7312,SAC-CITY,15.147018360073298
EPA_R7_WQX-RC17,42.294774,-94.916678,IA7312,SAC-CITY,17.66167051310416
21IOWA_WQX-22270001,40.750377,-93.779024,IA4585,Lamoni,23.759199308313377
21IOWA_WQX-22940002,42.38921,-93.980642,IA8806,WEBSTER-CITY,22.00383138955468
21IOWA_WQX-22280001,42.423635,-91.326682,IA5086,MANCHESTER-2,14.64950108339986
21IOWA_WQX-14000244,41.053043,-94.386655,IA1962,Creston,1.9512339034382438
ERG-HD5,42.398,-93.4742,IA4142,IOWA-FALLS,27.036981818508917
21IOWA_WQX-21420001,42.370543,-93.077994,IA4142,IOWA-FALLS,27.752622891677458
21IOWA_WQX-14000559,43.153994,-95.189698,IAKSPW,Spencer Airport,2.7643784249763637
21IOWA_WQX-22850001,41.990363,-93.36369,IAC005,Iowa - Central Climate Division,6.464849768097978
PCCB_WQX-925036,41.7421,-93.8242,IA2209,DES MOINES WSFO-JOHNSTON,11.202915071612152
21IOWA_WQX-21830001,41.604657,-95.218705,IA0364,ATLANTIC-1-NE,31.827803968511514
PCCB_WQX-977307,41.795,-93.4113,IA0000,Iowa Average,18.62064876390365
21IOWA_WQX-21880001,41.103881,-94.386199,IA1962,Creston,7.467773590573487
21IOWA_WQX-22400001,42.266698,-93.639526,IA8806,WEBSTER-CITY,28.8000458082894
21IOWA_WQX-22200001,41.032595,-93.742585,IA6316,OSCEOLA-3-WSW,1.6940219544235775
ERG-DM7,43.0974,-94.5137,IA2689,Emmetsburg,18.493976168026645
21IOWA_WQX-14000564,42.535699,-92.412034,IA8706,WATERLOO,2.0782916521787502
21IOWA_WQX-22420002,42.373707,-93.066439,IA4142,IOWA-FALLS,28.537172768908576
PCCB_WQX-977115,41.58262,-93.70281,IATDSM,Des Moines Area,7.731837099646582
21IOWA_WQX-22560001,40.712645,-91.435951,IA3007,Fort Madison,15.906093993279944
21IOWA_WQX-10970002,42.227,-96.0778,IA5123,MAPLETON NO. 2,33.42630096176199
21IOWA_WQX-21300002,43.415404,-95.164587,IA7859,SPIRIT LAKE,7.232551738573425
21IOWA_WQX-22920004,41.201574,-91.904973,IA2789,FAIRFIELD,19.724196087797093
21IOWA_WQX-22730001,40.831306,-95.357746,IA7613,SHENANDOAH-1-NE,5.769619786960175
21IOWA_WQX-22300008,43.383101,-95.114833,IA7859,SPIRIT LAKE,4.743656750598946
21IOWA_WQX-22860003,42.125205,-92.718868,IA5199,MARSHALLTOWN MUNICIPAL AP,22.024511650440434
ERG-HD11,42.441,-93.5207,IA4142,IOWA-FALLS,29.581087921956687
PCCB_WQX-977150,41.5586,-93.7268,IATDSM,Des Moines Area,8.6395309569161
PCCB_WQX-977323,41.529457,-93.554754,IA2203,Des Moines Airport,10.591044092496851
PCCB_WQX-977157,41.70456,-93.79457,IA2209,DES MOINES WSFO-JOHNSTON,8.658438780232185
21IOWA_WQX-22070004,42.477224,-92.31408,IA8706,WATERLOO,12.520466072499735
21IOWA_WQX-22710001,42.984876,-95.67121,IA6800,PRIMGHAR,11.52724048480795
21IOWA_WQX-22690001,40.97617,-95.029909,IAC007,Iowa - Southwest Climate Division,16.727512609045682
PCCB_WQX-977101,41.60933,-93.7211,IATDSM,Des Moines Area,11.28429043557141
21IOWA_WQX-22010005,41.289368,-94.497566,IA3438,GREENFIELD,3.285285636941471
21IOWA_WQX-22880004,41.055718,-94.255028,IA1962,Creston,15.611610058323935
PCCB_WQX-977214,41.7864,-93.79259,IA2209,DES MOINES WSFO-JOHNSTON,9.46115289812105
21IOWA_WQX-22620003,41.273886,-92.476195,IAD005,Iowa Drought Region 5 - Southeast,16.120587419000763
21IOWA_WQX-22500002,41.777712,-92.96277,IA5992,NEWTON,12.990417367145197
21IOWA_WQX-23170010,43.134292,-93.456158,IAC002,Iowa - North Central Climate Division,10.06950130701107
21IOWA_WQX-22270002,40.596744,-93.772298,IA4585,Lamoni,20.066967706866222
21IOWA_WQX-22390001,41.776075,-94.466603,IA3509,GUTHRIE-CENTER,11.310095766484253
21IOWA_WQX-22060001,41.863649,-92.112785,IA0600,BELLE-PLAINE,17.575803499222232
21IOWA_WQX-10820001,41.766533,-90.53491,IA2070,DAVENPORT WFO,17.91672531608256
21IOWA_WQX-22010002,41.196437,-94.436176,IA3438,GREENFIELD,12.114307303647408
21IOWA_WQX-22910002,41.293412,-93.596505,IA2203,Des Moines Airport,26.971497143900358
21IOWA_WQX-21570001,42.124481,-91.817226,IA8568,VINTON,20.944329511761413
PCCB_WQX-977324,41.646061,-93.476851,IA2203,Des Moines Airport,23.178403602835644
21IOWA_WQX-22740003,43.030235,-94.88418,IA2689,Emmetsburg,23.99251250267819
MESKWAKI_DNR-Site 1,41.9869,-92.7009,IA8296,TOLEDO,13.465342919814388
21IOWA_WQX-22880002,41.02162,-94.065683,IA0536,BEACONSFIELD,22.151642405810826
21IOWA_WQX-21350001,42.768378,-93.244366,IA3584,HAMPTON-2-NW,5.339780024438046
21IOWA_WQX-21070001,42.535979,-92.404035,IA8706,WATERLOO,1.6223399472194509
PCCB_WQX-977196,41.7526,-93.6505,IA2209,DES MOINES WSFO-JOHNSTON,8.32077661656616
21IOWA_WQX-14000598,43.1879,-92.523973,IA1402,CHARLES-CITY,22.33338260458247
PCCB_WQX-977159,41.69543,-93.73662,IA2209,DES MOINES WSFO-JOHNSTON,4.801367189450612
ERG-RC15,42.2849,-94.8579,IA7312,SAC-CITY,22.582816340372148
EPA_R7_WQX-RC4,42.339987,-94.925602,IA7312,SAC-CITY,12.985264585199898
21IOWA_WQX-23000096,41.76187,-93.34756,IA0000,Iowa Average,10.928176350913962
ERG-RC7,42.2645,-94.8869,IA1233,CARROLL-2-SSW,22.01318635711359
21IOWA_WQX-22900001,41.006922,-92.428049,IA6392,OTTUMWA #1,9.941660297481068
21IOWA_WQX-22270003,40.653769,-93.852916,IA4585,Lamoni,11.399317216330855
21IOWA_WQX-22300013,43.369353,-95.120131,IA7859,SPIRIT LAKE,6.381849871835169
21IOWA_WQX-21590001,41.000736,-93.274065,IA1394,CHARITON,5.108394555522791
21IOWA_WQX-14000380,43.47396,-95.12525,IA7859,SPIRIT LAKE,6.313974676573006
PCCB_WQX-977125,41.6727,-93.7257,IA2209,DES MOINES WSFO-JOHNSTON,7.1091917851554545
21IOWA_WQX-22250001,41.532455,-94.212452,IA9132,WINTERSET,32.63223084354496
21IOWA_WQX-21770001,41.820108,-93.739543,IA2209,DES MOINES WSFO-JOHNSTON,9.453377349255145
21IOWA_WQX-23170009,43.021582,-93.423084,IAC002,Iowa - North Central Climate Division,7.977279482566593
21IOWA_WQX-21300007,43.446717,-95.095578,IA7859,SPIRIT LAKE,2.671726883056344
21IOWA_WQX-14000235,42.06594,-93.6278,IA0197,AMES MUNICIPAL AP,8.463082026010037
PCCB_WQX-977161,41.81192,-93.73736,IA2209,DES MOINES WSFO-JOHNSTON,8.513814394846793
PCCB_WQX-977091,41.60732,-93.50325,IA2203,Des Moines Airport,18.44426716235536
PCCB_WQX-977095,41.61772,-93.72367,IATDSM,Des Moines Area,12.175292694681042
21IOWA_WQX-22140001,42.037657,-94.84054,IA1233,CARROLL-2-SSW,3.747056611544774
EPA_R7_WQX-HD9,42.415798,-93.477396,IA4142,IOWA-FALLS,26.326487354426156
21IOWA_WQX-14000250,41.51705,-93.60934,IA2203,Des Moines Airport,4.744960092111045
ERG-DM3,43.0527,-94.4742,IA0133,ALGONA,19.46544288981697
EPA_R7_WQX-RC10,42.2532,-94.885138,IA1233,CARROLL-2-SSW,20.742226342884347
ERG-RC2,42.3108,-94.9246,IA7312,SAC-CITY,15.683530990374267
EPA_R7_WQX-R7RAFT-MSK002,41.967092,-92.63807,IA8296,TOLEDO,6.6146882988415765
PCCB_WQX-977197,41.5757,-93.6961,IATDSM,Des Moines Area,6.660464724516721
ERG-RC8,42.2645177,-94.8869694,IA1233,CARROLL-2-SSW,22.016559575819844
21IOWA_WQX-14000592,43.345243,-93.831496,IA2977,FOREST-CITY,23.550572812638478
21IOWA_WQX-21690001,40.972501,-95.036074,IAC007,Iowa - Southwest Climate Division,16.537372700458
EPA_R7_WQX-RC7,42.322349,-94.896843,IA7312,SAC-CITY,16.57890047013797
ERG-HD15,42.406,-93.5406,IA8806,WEBSTER-CITY,29.708895609987774
PCCB_WQX-977199,41.5706,-93.73193,IATDSM,Des Moines Area,9.66419467434825
21IOWA_WQX-22130001,42.476873,-94.63802,IA7161,ROCKWELL-CITY,8.779597177411846
21IOWA_WQX-22820001,41.521358,-90.676495,IA2070,DAVENPORT WFO,14.697336719825966
ERG-RC4,42.3399,-94.9256,IA7312,SAC-CITY,12.992864295154376
PCCB_WQX-977327,41.8566,-93.3862,IA0000,Iowa Average,19.231901116049272
ERG-HD4,42.3981,-93.4436,IA4142,IOWA-FALLS,24.24318957050785
21IOWA_WQX-14000594,42.521337,-92.003322,IATOEL,Oelwein Area,19.833945651160526
EPA_R7_WQX-RC2,42.310935,-94.924653,IA7312,SAC-CITY,15.667694497400815
21IOWA_WQX-12190003,43.012575,-92.39028,IA5952,NEW-HAMPTON,8.853734319912483
21IOWA_WQX-22520005,41.723416,-91.73032,IATCID,Cedar Rapids Area,17.74521392468364
21IOWA_WQX-22300014,43.480762,-95.083319,IA7859,SPIRIT LAKE,6.674624946527774
PCCB_WQX-977163,41.56896,-93.63835,IATDSM,Des Moines Area,4.219205153036104
ERG-RC20,42.34,-94.9858,IA7312,SAC-CITY,10.131340714661249
21IOWA_WQX-22590001,41.096438,-93.215482,IA1394,CHARITON,15.813271370082017
21IOWA_WQX-21130001,42.479031,-94.637146,IA7161,ROCKWELL-CITY,8.992283789888456
21IOWA_WQX-12370003,42.070181,-94.286443,IA4228,JEFFERSON,11.805029174798035
EPA_R7_WQX-DM10,43.111885,-94.526958,IA2689,Emmetsburg,17.06873163721422
21IOWA_WQX-14000560,41.623172,-91.529966,IA4106,IOWA CITY MUNICIPAL AP,2.429811274359473
21IOWA_WQX-22570001,42.12475,-91.810338,IA8568,VINTON,21.6813674415548
21IOWA_WQX-22670002,42.044091,-96.159277,IA4874,LITTLE SIOUX 2NW,27.069823198192722
21IOWA_WQX-22300009,43.374803,-95.148909,IA7859,SPIRIT LAKE,7.643137180416765
21IOWA_WQX-22880001,41.097367,-94.383493,IA1962,Creston,6.795372736203126
PCCB_WQX-977086,41.56426,-93.73553,IATDSM,Des Moines Area,9.763884933861306
EPA_R7_WQX-HD1,42.370959,-93.346714,IA4142,IOWA-FALLS,19.63435338386024
EPA_R7_WQX-DM7,43.097395,-94.513754,IA2689,Emmetsburg,18.48798107839195
21IOWA_WQX-22410002,42.941399,-93.564755,IAC002,Iowa - North Central Climate Division,14.714449064060235
21IOWA_WQX-22620001,41.476188,-92.458856,IA6327,OSKALOOSA,27.447521124404393
21IOWA_WQX-14000576,42.60135,-91.5371,IA5086,MANCHESTER-2,17.524839893823497
EPA_R7_WQX-RC11,42.25102,-94.936227,IA7312,SAC-CITY,21.127280669113173
EPA_R7_WQX-HD12,42.382047,-93.444244,IA4142,IOWA-FALLS,25.417482461318645
PCCB_WQX-977116,41.53779,-93.63054,IA2203,Des Moines Airport,2.3307891610470186
21IOWA_WQX-14000605,41.60424,-95.2157,IA0364,ATLANTIC-1-NE,31.54309576912679
PCCB_WQX-977224,41.6293,-93.81442,IA2209,DES MOINES WSFO-JOHNSTON,15.631318479886158
21IOWA_WQX-23000094,42.56765,-94.56406,IA6719,POCAHONTAS,18.850674288952586
21IOWA_WQX-12340001,43.152372,-92.643887,IA1402,CHARLES-CITY,11.747740133697171
ERG-RC14,42.2838,-94.9359,IA7312,SAC-CITY,17.750573129389583
21IOWA_WQX-14000533,42.942721,-93.564584,IAC002,Iowa - North Central Climate Division,14.583196229905274
EPA_R7_WQX-RC8,42.262135,-94.890647,IA1233,CARROLL-2-SSW,21.837289884867715
EPA_R7_WQX-RC12,42.27389,-94.916693,IA7312,SAC-CITY,19.675655042584992
EPA_R7_WQX-RC18,42.311184,-94.939809,IA7312,SAC-CITY,14.810312017723987
21IOWA_WQX-22670001,42.008006,-95.789494,IA5123,MAPLETON NO. 2,17.65940373742338
PCCB_WQX-977098,41.65823,-93.76821,IA2209,DES MOINES WSFO-JOHNSTON,10.027235794846725
ERG-RC3,42.3254,-94.9296,IA7312,SAC-CITY,14.01996504479579
PCCB_WQX-977223,41.67779,-93.85293,IA2209,DES MOINES WSFO-JOHNSTON,15.797846774617181
21IOWA_WQX-23000097,41.78547,-93.34611,IA0000,Iowa Average,11.391513489564161
21IOWA_WQX-14000577,42.6043,-91.5384,IA5086,MANCHESTER-2,17.878211327459535
21IOWA_WQX-22770006,41.569883,-93.639426,IATDSM,Des Moines Area,4.269896715265159
PCCB_WQX-977077,41.71715,-93.56962,IA2209,DES MOINES WSFO-JOHNSTON,17.257847703769432
EPA_R7_WQX-DM4,43.052812,-94.470349,IA0133,ALGONA,19.038120165723637
21IOWA_WQX-21390001,41.776759,-94.465779,IA3509,GUTHRIE-CENTER,11.412186692104449
21IOWA_WQX-14000565,42.52976,-92.422026,IA8706,WATERLOO,3.3262011756077494
ERG-RC9,42.2559,-94.9166,IA7312,SAC-CITY,21.46562403089429
21IOWA_WQX-23000093,42.14845,-93.58898,IA0197,AMES MUNICIPAL AP,17.878274572840493
21IOWA_WQX-14000413,41.991066,-91.665455,IA1319,CEDAR-RAPIDS-1,10.441916100190655
PCCB_WQX-977156,41.53909,-93.33851,IA0000,Iowa Average,25.43352692352721
21IOWA_WQX-14000297,42.40616,-93.30096,IA4142,IOWA-FALLS,14.19418251813438
21IOWA_WQX-22370001,42.060851,-94.288793,IA4228,JEFFERSON,11.112552518987
EPA_R7_WQX-RC6,42.32562,-94.951668,IA7312,SAC-CITY,12.790397509295065
21IOWA_WQX-22300007,43.436994,-95.337068,IA5493,Milford,20.13676628904345
EPA_R7_WQX-NRR002,41.836955,-94.132746,IA6566,PERRY,1.614558532803004
21IOWA_WQX-14000575,42.600132,-91.535003,IA5086,MANCHESTER-2,17.283514820882186
PCCB_WQX-977097,41.6582295,-93.7682118,IA2209,DES MOINES WSFO-JOHNSTON,10.027383127153495
21IOWA_WQX-14000247,41.52571,-90.67541,IA2070,DAVENPORT WFO,14.280502651383895
21IOWA_WQX-14000410,43.37205,-95.13489,IA7859,SPIRIT LAKE,6.875601058572752
PCCB_WQX-977059,41.73909,-93.78512,IA2209,DES MOINES WSFO-JOHNSTON,6.846312809999116
21IOWA_WQX-22770007,41.544302,-93.725918,IATDSM,Des Moines Area,8.177623216055556
EPA_R7_WQX-RC13,42.297499,-94.935978,IA7312,SAC-CITY,16.363168051943305
21IOWA_WQX-13770004,41.836478,-93.759958,IA2209,DES MOINES WSFO-JOHNSTON,11.818885187526305
ERG-DM1,43.0672,-94.4844,IA0133,ALGONA,20.50670813372457
21IOWA_WQX-22010001,41.298198,-94.481333,IA3438,GREENFIELD,1.2760028108501835
PCCB_WQX-977111,41.61019,-93.7749,IA2209,DES MOINES WSFO-JOHNSTON,15.169522317674831
EPA_R7_WQX-RC15,42.285251,-94.858328,IA7312,SAC-CITY,22.52163372485633
PCCB_WQX-977088,41.61498,-93.57166,IATDSM,Des Moines Area,12.77059766508547
EPA_R7_WQX-HD3,42.38806,-93.424686,IA4142,IOWA-FALLS,23.344241341893945
PCCB_WQX-977093,41.62953,-93.42747,IA0000,Iowa Average,23.85088973919356
21IOWA_WQX-15280001,42.5772,-91.5482,IA5086,MANCHESTER-2,16.165417321160103
21IOWA_WQX-23000004,42.147015,-91.408514,IA0214,ANAMOSA 3 SSW,14.090105757120908
EPA_R7_WQX-HD10,42.428409,-93.52123,IA4142,IOWA-FALLS,30.133054579424986
EPA_R7_WQX-DM2,43.067384,-94.461067,IA0133,ALGONA,17.912195333373283
ERG-DM12,43.1408,-94.5089,IA2689,Emmetsburg,19.558884163130465
21IOWA_WQX-14000601,42.227713,-91.53187,IA1319,CEDAR-RAPIDS-1,22.626713322285337
PCCB_WQX-977074,41.82036,-93.62454,IA2209,DES MOINES WSFO-JOHNSTON,14.42478139145866
EPA_R7_WQX-RC19,42.337259,-94.993777,IA7312,SAC-CITY,10.335518372838518
EPA_R7_WQX-NRR_01,41.849423,-94.139807,IA6566,PERRY,3.0846726835529665
PCCB_WQX-977222,41.58128,-93.44315,IA2203,Des Moines Airport,23.696930514972046
ERG-RC17,42.2946,-94.9166,IA7312,SAC-CITY,17.68269257959756
21IOWA_WQX-22150001,41.291871,-95.087473,IAD004,Iowa Drought Region 4 - Southwest,10.178285278910339
EPA_R7_WQX-DM1,43.067291,-94.484505,IA0133,ALGONA,20.518231208870606
21IOWA_WQX-12940001,42.541272,-94.345046,IA2999,FORT-DODGE,16.768593148258045
21IOWA_WQX-14000595,42.626572,-94.461154,IA6719,POCAHONTAS,24.6161365935623
PCCB_WQX-977107,41.60512,-93.44485,IA2203,Des Moines Airport,24.292856400114424
PCCB_WQX-977090,41.64386,-93.47821,IA2203,Des Moines Airport,22.916921991706033
EPA_R7_WQX-DM12,43.141026,-94.508819,IA2689,Emmetsburg,19.573487080853585
21IOWA_WQX-21270001,40.599994,-93.766472,IA4585,Lamoni,20.659521003131523
PCCB_WQX-977110,41.61485,-93.79537,IA2209,DES MOINES WSFO-JOHNSTON,15.715110729786467
PCCB_WQX-977100,41.61471,-93.72648,IATDSM,Des Moines Area,12.129286382322162
ERG-HD14,42.4029,-93.5019,IA4142,IOWA-FALLS,29.4051235993675
PCCB_WQX-977080,41.6295,-93.54808,IATDSM,Des Moines Area,15.783981929816404
ERG-HD12,42.382,-93.4443,IA4142,IOWA-FALLS,25.425611733765706
PCCB_WQX-977076,41.74826,-93.58104,IA2209,DES MOINES WSFO-JOHNSTON,15.904882154562724
21IOWA_WQX-22890001,40.629091,-91.750784,IA2299,Donnellson,20.71856917835847
ERG-HD9,42.4158,-93.4774,IA4142,IOWA-FALLS,26.326769703552795
EPA_R7_WQX-RC1,42.324676,-94.877304,IA7312,SAC-CITY,17.980413348984264
PCCB_WQX-977103,41.61911,-93.64213,IATDSM,Des Moines Area,9.542088175651916
21IOWA_WQX-21620001,41.291232,-92.539666,IAD005,Iowa Drought Region 5 - Southeast,10.448310196552315
PCCB_WQX-977083,41.55552,-93.68018,IATDSM,Des Moines Area,3.8461822029510935
ERG-RC19,42.3373,-94.9935,IA7312,SAC-CITY,10.333078358216216
PCCB_WQX-977092,41.67896,-93.46463,IA0000,Iowa Average,25.139084787548942
EPA_R7_WQX-HD13,42.368336,-93.357851,IA4142,IOWA-FALLS,20.45897423359743
ERG-HD13,42.3683,-93.3578,IA4142,IOWA-FALLS,20.459784919201883
ERG-HD2,42.3808,-93.3859,IA4142,IOWA-FALLS,21.007735286281765
EPA_R7_WQX-RC9,42.256093,-94.91671,IA7312,SAC-CITY,21.440985306571502
ERG-DM6,43.083,-94.467,IA0133,ALGONA,18.62573107292545
ERG-HD7,42.4019,-93.5211,IA4142,IOWA-FALLS,31.344510641108577
PCCB_WQX-977225,41.63927,-93.85279,IA2209,DES MOINES WSFO-JOHNSTON,17.985821490977916
EPA_R7_WQX-DM6,43.083002,-94.467061,IA0133,ALGONA,18.63251076717981
PCCB_WQX-977114,41.59845,-93.71816,IATDSM,Des Moines Area,10.183055141845935
21IOWA_WQX-14000599,42.541992,-94.212075,IA2999,FORT-DODGE,4.858510474383968
PCCB_WQX-977170,41.56875,-93.6238,IATDSM,Des Moines Area,5.054237541142645
ERG-RC18,42.311,-94.9399,IA7312,SAC-CITY,14.824002013337248
PCCB_WQX-977096,41.6208,-93.7122,IATDSM,Des Moines Area,11.676552721508724
ERG-HD10,42.4284,-93.5213,IA4142,IOWA-FALLS,30.140645808738636
ERG-HD1,42.3709,-93.3467,IA4142,IOWA-FALLS,19.639586524621407
PCCB_WQX-977063,41.66165,-93.71644,IA2209,DES MOINES WSFO-JOHNSTON,8.372001899698002
ERG-DM2,43.067,-94.4611,IA0133,ALGONA,17.916608416749423
ERG-RC6,42.3256,-94.9516,IA7312,SAC-CITY,12.79559402836013
ERG-DM4,43.0527,-94.4702,IA0133,ALGONA,19.022891238795
PCCB_WQX-977173,41.58058,-93.57211,IA2203,Des Moines Airport,10.326883323847962
21IOWA_WQX-12420001,42.38525,-93.26243,IA4142,IOWA-FALLS,16.11746101439841
21IOWA_WQX-14000532,42.939179,-93.562805,IAC002,Iowa - North Central Climate Division,14.796162791680711
ERG-RC5,42.354328,-94.930357,IA7312,SAC-CITY,11.43546651558719
21IOWA_WQX-12180005,42.84789,-95.61304,IA1442,CHEROKEE,14.273762185140193
EPA_R7_WQX-HD11,42.441173,-93.520782,IA4142,IOWA-FALLS,29.583252448368945
PCCB_WQX-977089,41.58395,-93.55184,IA2203,Des Moines Airport,12.454818649704418
EPA_R7_WQX-DM8,43.097533,-94.496941,IA2689,Emmetsburg,20.35708041922672
ERG-DM10,43.1119,-94.5268,IA2689,Emmetsburg,17.086376839020087
21IOWA_WQX-14000578,42.253,-91.4815,IA5086,MANCHESTER-2,24.382197654805232
PCCB_WQX-977061,41.65354,-93.69717,IA2209,DES MOINES WSFO-JOHNSTON,9.692159889554649
EPA_R7_WQX-NRR_03,41.790393,-94.102325,IA6566,PERRY,4.822733142283316
21IOWA_WQX-14000176,41.744307,-92.846215,IA3473,GRINNELL-3-SW,13.202147217990174
21IOWA_WQX-14000528,41.641918,-92.173581,IA9067,WILLIAMSBURG,17.360559568298395
PCCB_WQX-977169,41.61525,-93.55834,IATDSM,Des Moines Area,13.87979067923373
EPA_R7_WQX-HD8,42.408003,-93.463021,IA4142,IOWA-FALLS,25.390546320501812
EPA_R7_WQX-HD4,42.398182,-93.443677,IA4142,IOWA-FALLS,24.244494006000927
ERG-DM11,43.1262,-94.5267,IA2689,Emmetsburg,17.293342290855225
EPA_R7_WQX-RC14,42.284008,-94.936115,IA7312,SAC-CITY,17.719795930572904
PCCB_WQX-977167,41.57949,-93.68206,IATDSM,Des Moines Area,5.996306093136029
21IOWA_WQX-14000529,41.644075,-92.176578,IA9067,WILLIAMSBURG,17.647715843612442
21IOWA_WQX-14000363,42.369126,-93.067244,IA4142,IOWA-FALLS,28.78003951664309
21IOWA_WQX-14000362,42.369921,-93.070214,IA4142,IOWA-FALLS,28.46671172427366
EPA_R7_WQX-NRR_02,41.836955,-94.132746,IA6566,PERRY,1.614558532803004
21IOWA_WQX-12370002,42.07728,-94.248341,IA4228,JEFFERSON,15.965318886276497
PCCB_WQX-977084,41.56218,-93.64114,IATDSM,Des Moines Area,3.4040070766181407
PCCB_WQX-977171,41.549,-93.65317,IATDSM,Des Moines Area,1.6679420614074207
ERG-DM9,43.1121,-94.5007,IA2689,Emmetsburg,19.98259768627308
PCCB_WQX-977165,41.59818,-93.68876,IATDSM,Des Moines Area,8.164091747256618
ERG-DM8,43.0974,-94.4969,IA2689,Emmetsburg,20.36184360771556
21IOWA_WQX-14000173,41.756911,-92.841601,IA3473,GRINNELL-3-SW,13.070586486839721
PCCB_WQX-977119,41.61846,-93.64303,IATDSM,Des Moines Area,9.458039729582017
ERG-RC11,42.251119,-94.936162,IA7312,SAC-CITY,21.11933950489231
21IOWA_WQX-14000172,42.36849,-93.070988,IA4142,IOWA-FALLS,28.499599451923864
21IOWA_WQX-14000526,41.635235,-92.169498,IA9067,WILLIAMSBURG,17.066975003169283
21IOWA_WQX-14000177,41.745568,-92.860415,IA3473,GRINNELL-3-SW,14.777548406192944
21IOWA_WQX-14000531,42.940188,-93.560879,IAC002,Iowa - North Central Climate Division,14.584482563170356
21IOWA_WQX-14000527,41.638747,-92.177992,IA9067,WILLIAMSBURG,17.90832942941359
PCCB_WQX-977168,41.60799,-93.66373,IATDSM,Des Moines Area,8.311786924678149
21IOWA_WQX-14000175,41.744702,-92.838757,IA3473,GRINNELL-3-SW,12.40123764272428
21IOWA_WQX-14000174,41.74921,-92.842089,IA3473,GRINNELL-3-SW,12.879986323636045
EPA_R7_WQX-01-UIA-6552,43.26129301,-91.88325189,IA2110,DECORAH-2-N,13.207160017214312
EPA_R7_WQX-01-MAQ-19,42.5772,-91.5482,IA5086,MANCHESTER-2,16.165417321160103
EPA_R7_WQX-01-UIA-248,43.41924,-91.39281,IA8755,WAUKON,19.21925539415691
EPA_R7_WQX-01-NMQ-90,42.299388,-91.012551,IA1257,CASCADE,0.8310818092417818
EPA_R7_WQX-01-UIA-259,43.360199,-91.574923,IA8755,WAUKON,14.560267881172718
EPA_R7_WQX-01-UIA-278,43.408723,-91.899129,IA2110,DECORAH-2-N,16.51665401992164
EPA_R7_WQX-01-UIA-253,43.46397461,-91.49878032,IA8755,WAUKON,21.669848561492774
EPA_R7_WQX-01-UIA-286,43.4525,-92.336,IA5952,NEW-HAMPTON,44.791305384053395
EPA_R7_WQX-01-MAQ-12,42.119231,-90.393975,IA0608,BELLEVUE-L-AND-D-12,17.012675510982362
EPA_R7_WQX-01-UIA-239,43.305215,-91.74253,IA2110,DECORAH-2-N,4.4790955153537855
EPA_R7_WQX-01-UIA-284,43.473928,-92.07971,IA2110,DECORAH-2-N,37.46459119361367
EPA_R7_WQX-01-MAQ-16,42.482458,-91.458612,IA5086,MANCHESTER-2,1.6840371898660131
EPA_R7_WQX-01-MAQ-51,42.49654312,-91.53009795,IA5086,MANCHESTER-2,9.38278236263532
EPA_R7_WQX-01-UIA-6555,43.24155422,-91.8933675,IA2110,DECORAH-2-N,15.329554739965356
EPA_R7_WQX-01-UIA-6597,43.304702,-91.775094,IA2110,DECORAH-2-N,1.7863929223328792
EPA_R7_WQX-05-NSH-1441,40.9872773,-95.5279083,IA7613,SHENANDOAH-1-NE,30.37377346128041
EPA_R7_WQX-01-UIA-274,43.332961,-91.852586,IA2110,DECORAH-2-N,8.198855890933583
EPA_R7_WQX-01-UIA-269,43.290366,-91.758971,IA2110,DECORAH-2-N,4.040513349032718
MESKWAKI_DNR-Site 7 Duplicate,41.9565,-92.5972,IA8296,TOLEDO,3.238216966077544
EPA_R7_WQX-05-NSH-1415,40.7856731,-95.3848908,IA7613,SHENANDOAH-1-NE,3.930629756468526
PCCB_WQX-977065,41.6118,-93.61242,IATDSM,Des Moines Area,9.76219417205928
EPA_R7_WQX-01-UIA-6558,43.27309993,-91.85072444,IA2110,DECORAH-2-N,9.436226443138969
EPA_R7_WQX-01-UIA-255,43.449387,-91.616143,IA2110,DECORAH-2-N,23.215549422793583
EPA_R7_WQX-01-UIA-265,43.311694,-91.620526,IA8755,WAUKON,16.29904713833987
